Turkey;2
Afghanistan;2
Bangladesh;1
Sudan;2
Lebanon;1
Ethiopia;1
Rwanda;1
Somalia;2
Nigeria;2
Cameroon;1
Iran;1
Algeria;1
Jordan;1
Thailand;1
Iraq;2
Ukraine;1
Eritrea;1
Colombia;1
Libya;2
Philippines;2
South Sudan;1
Mali;1
Syria;2
Yemen;2
Russia;1
Pakistan;1
Angola;1
Chad;1
Myanmar;1
Democratic Republic of the Congo;2
Egypt;1
India;1
Azerbaijan;1
Tunisia;1
Congo;1
Mozambique;1
Uganda;1
Kenya;1
Niger;1
Palestine;1
Israel;1
Burkina Faso;1
Central African Republic;1
Mexico;2
